TotalDue,SubTotal,TaxAmt,Freight,ProductID,StoreID,TerritoryID,OrderDate
26324.3267,23388.9006,2236.5151,698.911,707,296,3,2014-01-29 00:00:00.000
36853.4516,32755.8056,3122.016,975.63,707,464,6,2014-01-29 00:00:00.000
41574.4188,36942.4556,3529.1148,1102.8484,707,480,5,2014-01-29 00:00:00.000
2505.2076,2222.748,215.2073,67.2523,707,526,4,2014-01-29 00:00:00.000
26077.8395,23168.239,2216.8385,692.762,707,618,6,2014-01-29 00:00:00.000
14687.3203,13067.0107,1234.5216,385.788,707,642,4,2014-01-29 00:00:00.000
73885.9783,65622.167,6296.2372,1967.5741,707,648,6,2014-01-29 00:00:00.000
16316.6446,14525.8788,1364.393,426.3728,707,798,5,2014-01-29 00:00:00.000
66120.6124,58724.256,5635.3192,1761.0372,707,814,5,2014-01-29 00:00:00.000
50869.3758,45169.896,4342.4608,1357.019,707,828,6,2014-01-29 00:00:00.000
76363.0887,67831.3271,6500.3898,2031.3718,707,856,10,2014-01-29 00:00:00.000
46184.1256,41023.2874,3932.0672,1228.771,707,984,10,2014-01-29 00:00:00.000
1650.2415,1466.13,140.2754,43.8361,707,1110,3,2014-01-29 00:00:00.000
144.7599,130.47,10.8875,3.4024,707,1178,8,2014-01-29 00:00:00.000
132.5735,119.976,9.5981,2.9994,707,1286,7,2014-01-29 00:00:00.000
27888.1399,24795.1796,2356.5412,736.4191,707,1322,6,2014-01-29 00:00:00.000
59608.8694,52766.5746,5213.177,1629.1178,707,1336,4,2014-01-29 00:00:00.000
21555.0831,19176.834,1811.9993,566.2498,707,1356,2,2014-01-29 00:00:00.000
22999.9623,20452.178,1941.169,606.6153,707,1830,7,2014-01-29 00:00:00.000
26324.3267,23388.9006,2236.5151,698.911,708,296,3,2014-01-29 00:00:00.000
63426.4562,56353.869,5388.6379,1683.9493,708,300,9,2014-01-29 00:00:00.000
31172.4871,27686.61,2655.9064,829.9707,708,394,5,2014-01-29 00:00:00.000
31627.1532,28094.532,2691.5209,841.1003,708,444,2,2014-01-29 00:00:00.000
32586.9438,28953.564,2768.2894,865.0904,708,446,8,2014-01-29 00:00:00.000
36853.4516,32755.8056,3122.016,975.63,708,464,6,2014-01-29 00:00:00.000
41574.4188,36942.4556,3529.1148,1102.8484,708,480,5,2014-01-29 00:00:00.000
1777.082,1582.464,148.2804,46.3376,708,492,4,2014-01-29 00:00:00.000
26077.8395,23168.239,2216.8385,692.762,708,618,6,2014-01-29 00:00:00.000
14687.3203,13067.0107,1234.5216,385.788,708,642,4,2014-01-29 00:00:00.000
16316.6446,14525.8788,1364.393,426.3728,708,798,5,2014-01-29 00:00:00.000
50869.3758,45169.896,4342.4608,1357.019,708,828,6,2014-01-29 00:00:00.000
76363.0887,67831.3271,6500.3898,2031.3718,708,856,10,2014-01-29 00:00:00.000
46184.1256,41023.2874,3932.0672,1228.771,708,984,10,2014-01-29 00:00:00.000
24124.803,21439.446,2045.9863,639.3707,708,1038,9,2014-01-29 00:00:00.000
28032.4201,24912.348,2377.1978,742.8743,708,1042,9,2014-01-29 00:00:00.000
71637.5464,63645.6604,6089.056,1902.83,708,1248,2,2014-01-29 00:00:00.000
27888.1399,24795.1796,2356.5412,736.4191,708,1322,6,2014-01-29 00:00:00.000
59608.8694,52766.5746,5213.177,1629.1178,708,1336,4,2014-01-29 00:00:00.000
21555.0831,19176.834,1811.9993,566.2498,708,1356,2,2014-01-29 00:00:00.000
22999.9623,20452.178,1941.169,606.6153,708,1830,7,2014-01-29 00:00:00.000
32325.7194,28722.156,2745.5721,857.9913,708,1914,8,2014-01-29 00:00:00.000
27290.9456,24253.362,2314.3494,723.2342,708,1994,3,2014-01-29 00:00:00.000
26324.3267,23388.9006,2236.5151,698.911,711,296,3,2014-01-29 00:00:00.000
495.2855,439.866,42.2244,13.1951,711,298,2,2014-01-29 00:00:00.000
63426.4562,56353.869,5388.6379,1683.9493,711,300,9,2014-01-29 00:00:00.000
44239.8969,39291.336,3770.3321,1178.2288,711,382,3,2014-01-29 00:00:00.000
31172.4871,27686.61,2655.9064,829.9707,711,394,5,2014-01-29 00:00:00.000
31627.1532,28094.532,2691.5209,841.1003,711,444,2,2014-01-29 00:00:00.000
32586.9438,28953.564,2768.2894,865.0904,711,446,8,2014-01-29 00:00:00.000
36853.4516,32755.8056,3122.016,975.63,711,464,6,2014-01-29 00:00:00.000
41574.4188,36942.4556,3529.1148,1102.8484,711,480,5,2014-01-29 00:00:00.000
1777.082,1582.464,148.2804,46.3376,711,492,4,2014-01-29 00:00:00.000
26077.8395,23168.239,2216.8385,692.762,711,618,6,2014-01-29 00:00:00.000
14687.3203,13067.0107,1234.5216,385.788,711,642,4,2014-01-29 00:00:00.000
5750.7313,5095.95,498.881,155.9003,711,764,1,2014-01-29 00:00:00.000
16316.6446,14525.8788,1364.393,426.3728,711,798,5,2014-01-29 00:00:00.000
50869.3758,45169.896,4342.4608,1357.019,711,828,6,2014-01-29 00:00:00.000
76363.0887,67831.3271,6500.3898,2031.3718,711,856,10,2014-01-29 00:00:00.000
46184.1256,41023.2874,3932.0672,1228.771,711,984,10,2014-01-29 00:00:00.000
24124.803,21439.446,2045.9863,639.3707,711,1038,9,2014-01-29 00:00:00.000
253.4914,225.87,21.0449,6.5765,711,1074,2,2014-01-29 00:00:00.000
40977.5776,36396.102,3490.6481,1090.8275,711,1082,4,2014-01-29 00:00:00.000
71637.5464,63645.6604,6089.056,1902.83,711,1248,2,2014-01-29 00:00:00.000
27888.1399,24795.1796,2356.5412,736.4191,711,1322,6,2014-01-29 00:00:00.000
26793.7945,23774.136,2300.6922,718.9663,711,1334,4,2014-01-29 00:00:00.000
59608.8694,52766.5746,5213.177,1629.1178,711,1336,4,2014-01-29 00:00:00.000
21555.0831,19176.834,1811.9993,566.2498,711,1356,2,2014-01-29 00:00:00.000
22999.9623,20452.178,1941.169,606.6153,711,1830,7,2014-01-29 00:00:00.000
37191.0792,32970.8914,3215.3812,1004.8066,711,1842,7,2014-01-29 00:00:00.000
32325.7194,28722.156,2745.5721,857.9913,711,1914,8,2014-01-29 00:00:00.000
24786.1285,22021.782,2106.1688,658.1777,712,294,4,2014-01-29 00:00:00.000
26324.3267,23388.9006,2236.5151,698.911,712,296,3,2014-01-29 00:00:00.000
63426.4562,56353.869,5388.6379,1683.9493,712,300,9,2014-01-29 00:00:00.000
62804.8831,55790.58,5344.2309,1670.0722,712,432,10,2014-01-29 00:00:00.000
59404.9998,52756.092,5065.8345,1583.0733,712,442,1,2014-01-29 00:00:00.000
31627.1532,28094.532,2691.5209,841.1003,712,444,2,2014-01-29 00:00:00.000
32586.9438,28953.564,2768.2894,865.0904,712,446,8,2014-01-29 00:00:00.000
36853.4516,32755.8056,3122.016,975.63,712,464,6,2014-01-29 00:00:00.000
41574.4188,36942.4556,3529.1148,1102.8484,712,480,5,2014-01-29 00:00:00.000
26077.8395,23168.239,2216.8385,692.762,712,618,6,2014-01-29 00:00:00.000
14687.3203,13067.0107,1234.5216,385.788,712,642,4,2014-01-29 00:00:00.000
16316.6446,14525.8788,1364.393,426.3728,712,798,5,2014-01-29 00:00:00.000
23693.1448,21026.97,2031.3713,634.8035,712,824,1,2014-01-29 00:00:00.000
50869.3758,45169.896,4342.4608,1357.019,712,828,6,2014-01-29 00:00:00.000
76363.0887,67831.3271,6500.3898,2031.3718,712,856,10,2014-01-29 00:00:00.000
46184.1256,41023.2874,3932.0672,1228.771,712,984,10,2014-01-29 00:00:00.000
24124.803,21439.446,2045.9863,639.3707,712,1038,9,2014-01-29 00:00:00.000
28032.4201,24912.348,2377.1978,742.8743,712,1042,9,2014-01-29 00:00:00.000
33304.4341,29588.1083,2831.4863,884.8395,712,1188,3,2014-01-29 00:00:00.000
71637.5464,63645.6604,6089.056,1902.83,712,1248,2,2014-01-29 00:00:00.000
65579.7239,58249.404,5585.0056,1745.3143,712,1278,4,2014-01-29 00:00:00.000
27888.1399,24795.1796,2356.5412,736.4191,712,1322,6,2014-01-29 00:00:00.000
59608.8694,52766.5746,5213.177,1629.1178,712,1336,4,2014-01-29 00:00:00.000
21555.0831,19176.834,1811.9993,566.2498,712,1356,2,2014-01-29 00:00:00.000
22999.9623,20452.178,1941.169,606.6153,712,1830,7,2014-01-29 00:00:00.000
54366.0901,48285.0864,4633.1457,1447.858,712,1890,1,2014-01-29 00:00:00.000
32325.7194,28722.156,2745.5721,857.9913,712,1914,8,2014-01-29 00:00:00.000
27290.9456,24253.362,2314.3494,723.2342,712,1994,3,2014-01-29 00:00:00.000
36853.4516,32755.8056,3122.016,975.63,714,464,6,2014-01-29 00:00:00.000
41574.4188,36942.4556,3529.1148,1102.8484,714,480,5,2014-01-29 00:00:00.000
26077.8395,23168.239,2216.8385,692.762,714,618,6,2014-01-29 00:00:00.000
66718.7431,59234.838,5702.0229,1781.8822,714,626,6,2014-01-29 00:00:00.000
14687.3203,13067.0107,1234.5216,385.788,714,642,4,2014-01-29 00:00:00.000
16316.6446,14525.8788,1364.393,426.3728,714,798,5,2014-01-29 00:00:00.000
50869.3758,45169.896,4342.4608,1357.019,714,828,6,2014-01-29 00:00:00.000
76363.0887,67831.3271,6500.3898,2031.3718,714,856,10,2014-01-29 00:00:00.000
46184.1256,41023.2874,3932.0672,1228.771,714,984,10,2014-01-29 00:00:00.000
27888.1399,24795.1796,2356.5412,736.4191,714,1322,6,2014-01-29 00:00:00.000
59608.8694,52766.5746,5213.177,1629.1178,714,1336,4,2014-01-29 00:00:00.000
21555.0831,19176.834,1811.9993,566.2498,714,1356,2,2014-01-29 00:00:00.000
